,,,,,Data Analytics,-Indian Stock Market Top 2000,,,,,,,,
Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,Return on Equity,Return on Assets,Net Proﬁt Margin,5Y Avg EBITDA Margin,EBITDA Margin,1Y Return vs Nifty,5Y CAGR,Debt to Equity,Long Term Debt to Equity
18.884447,0,0,10285,119.66,36.16,47.57,27.99061447,50.94,27.87,165.49,68.78,171.95,31.27,32.43
7.514025,0,0.20514,40324,89.54,8.94,8.94,1.661067516,11.6,0,18.46,0.16,65.52,9.57,9.83
38.34806336,0,0,14243,1007.59,10.77,13.77,18.52938292,27.58,0.17,144.58,0.86,161.32,-96.5,-90.59
13.00170628,0,0,14664,190.77,19.72,23.52,13.35229196,32.59,653.55,809.62,35.22,817,5.26,9.18
6.624390244,0,0,284,60.61,15.56,18.87,15.1804878,20.13,40.69,55.6,47.06,66.44,-2.46,15.13
19.54176676,0,0,66127,879.16,9.98,13.73,1.552087802,123.09,0,327.97,72.35,777.05,73.19,84.56
,,,,,,,,40,,,,,,
3.227107836,0,0,560,170.04,116.06,117.2,3775.966685,117.28,944.68,970.07,22.52,973.14,-3.4,-3.38
3.55945,0,0,3871,233.56,38.13,44.32,38.13,44.9,3.42,43.73,1.67,64.98,-2.56,0
9.632327724,0,0,35506,427.07,8.28,12.21,0.440941527,62.62,1.31,158.79,48.86,226.01,47.16,55.9
19.1183191,0,0,14194,15.19,4.09,4.14,2.984247406,4.69,47.56,24.09,14.53,59.17,-0.99,-0.93
16.21253863,36.48332472,0,24528,914.04,-3.14999999999991,18.01,-0.531530570626401,205.52,35.53,236.39,11.6,603.42,130.55,134.95
18.8531,51,0,5888,670.84,32.94,32.94,27.45,99.81,10.76,302.26,8.97,341.62,14.55,26.01
27.90523821,0,0.494947747,194766,51.51,23.22,11.1,1.729805099,11.46,447.55,208.57,101.92,789.29,-63.55,-63.38
15.56751454,0,0,31835,129.58,-53.12,-63.78,-9.87612803202662,-29.01,21.49,594.3,336.16,653.2,60.92,72.67
16.39541969,1.283417768,0,27854,286.67,7.69,10.14,0.299075231,26.76,72.91,339.45,27.22,365.16,6.12,50.18
1.312623444,0,0,1155,0.21,0.09,0.14,0.288027651,0.14,0,0.13,0.21,3.25,0.13,0.13
7.223032616,43.95096229,0,539,18.54,0.17,0.2,0.039324543,0.21,0,0.32,0.07,23.66,0.06,0.07
31.47396765,3.75671754,0.000104522,71829,478.3,35.8,50.79,16.14914666,60.69,0,145.07,32.42,191.56,-3.91,29.96
5.19294474,0,0,3289,160.82,97.36,115.6,36.08356756,117.63,976.17,1177.79,15.27,1283.76,-11.78,-9.8
16.6836001,0,0,8979,806.91,14.51,17.04,8.4774272,96.08,2.66,310.44,14.43,357.15,122.7,132.43
16.84092125,20.66548344,0,29833,783.42,41.3,63.47,5.514013906,115.38,33.52,92.48,4.48,238.66,92.31,113.76
17.78735661,0,0,1505,28.49,8.94,11.96,7.648163927,12.42,0.03,8.26,8.09,13.36,4.8,5.02
33.05813684,0,0,272157,332.49,-764.27,-898.29,-4.83957045875584,-540.87,0,-5736.6,145.78,-1068.54,376.89,376.95
20.16976183,0,0,9871,227.84,8.85,6.76,9.753893291,44.64,120.42,365.25,9.71,376.64,-36.48,-26.31
22.76175671,3.404025793,0.456605089,27720,87.81,-11.55,-14.15,-4.02579295921924,20.11,0.01,-151.93,7.16,-24.39,7.54,8.81
27.45284881,0,0,13439,31.66,8.79,10.8,9.326259947,12.49,0.43,16.06,19.66,35.98,3.15,10.47
12.7388933,0,0,12508,408.18,140.83,305.57,230.9757071,331.13,2128.74,1663.55,39.2,2096.87,-16.67,25.93
2.027716815,0,0,86,379.84,13.23,17.19,11.47911573,24.42,49.3,62.06,8.77,125.57,22.16,23.84
31.00248912,0,0,18231,600.36,61.76,48.55,50.04056073,96.85,0,298.59,28.98,400.28,132.61,132.61
16.16137494,0,0,25170,0.09,0,0,0,0,0,-6.19,0.15,24.17,0.07,0.07
13.60951454,71.99915047,0,19593,636.34,-69.37,-69.37,-6.09706133157657,-44.53,0,-2583,0.93,-2045.19,-22.43,-22.41
23.09542976,0,0.041314875,31259,66.26,1.84,1.84,0.350360149,10.96,0,94.87,7.24,141.65,16.53,19.86
23.72865298,0,0.000486572,31126,444.88,30.03,34.69,3.16271722,51.52,5.97,300.05,112.59,310.5,82.42,85.93
12.64704288,50.99999992,0,14538,364.54,12.29,12.42,1.3734505,27.96,0.69,-110.48,9.26,117,2.94,17.08
8.762699999,58.91793278,0,37574,1652.5,-278.31,-240.24,-7.90147858124956,753.68,718.87,-1142.35,108.6,186.96,315.73,344.3
6.854385807,0,0,1200,33.02,-0.370000000000002,-0.480000000000002,-0.166624540380167,0.26,0,1.26,0.89,24.36,-1.77,-1.69
13.26863104,0,0,13949,312.14,-21.49,-22.12,-7.90589767090196,13.59,2.55,405.71,7.34,571.81,9.25,10.15
4.281882674,21.42370798,0.204070977,24627,378.68,-103.23,-103.24,-19.3420672765375,-12.22,0,-151.36,4.86,-58.59,50.64,50.75
23.91759035,0,0,69834,259.02,12.9,16.91,1.05164258,34.96,3.37,96.92,13.65,170,-2.43,2.28
23.44038244,0,0,120267,135.87,14.47,17.4,0.651612658,17.95,16.12,115.81,63.72,138.02,5.24,5.27
5.837288136,0,0,539,144.41,25.52,33.46,10.81355932,33.89,0.18,97.03,51.25,163.53,6.65,6.68
17.91131188,0,0,56557,574.45,30.55,48.67,3.474761254,64.27,86.54,361.64,86.21,454.93,33.06,41.69
24.41719401,0,0,41934,213.95,5.92,8.08,1.429027345,16.85,0,133.89,60.4,190.05,50.44,51.87
4.980419766,0,0,2665,375.7,8.84,12.51,5.87141339,31,0,35.09,5.24,82.27,2.98,16.93
10.57261987,0,0,4411,33.57,20.29,26.84,19.08524397,27.29,1194.99,1228.04,63.92,1290.88,-16.92,-16.91
35.93867605,6.003636909,0,55662,100.2,-117.59,-150.95,-41.4767822609315,-74.88,24.68,-62.01,75.02,264.71,-40.73,-16.02
31.59008713,0,0,42265,297.56,-8.17999999999998,-13.44,-3.72780633635932,-5.99999999999998,20.19,284.07,19.58,299.82,0.78,52.09
13.46867592,36,0,16464,639.84,12.54,20.88,3.021104365,61.42,0,30.24,3.89,97.65,34.3,38.1
15.05378694,0,0,10147,74.28,13.4,18.86,7.726683004,21.76,5.17,46.14,8.7,80.39,-3.62,-3.32
1.124304426,0,0,59,0,-5.15,-5.15,-4.8862175457905,-5.15,0,-28.12,0,-14.27,-0.06,-0.06
45.63447185,0,0,60249,228.31,67.84,69.26,21.97677922,93.72,0,-18.21,1.66,192.36,33.45,33.94
36.88286057,0,0,7976,78.56,15.33,18.5,37.80431176,23.04,0,61.39,42.97,66.24,39.71,44.65
23.44087179,0,0,39982,193.39,15.78,22.4,2.802774363,29.42,0,37.68,405.13,47.88,-156.72,-155.14
31.90994231,0,0,14558,521.35,65.6,87,132.5252525,103.03,0,159.92,102.98,171.43,74.01,83.6
9.161172038,0,0,4628,61.86,27.53,39.37,14.87510216,39.98,0,195.12,20.9,259.19,21.97,22.24
21.96002229,0,0,28805,290.15,-38.08,-39.03,-7.73040135519573,-7.00000000000004,0,107.07,14.47,281.8,20.38,36.41
20.95722335,0.363902669,0,9055,117.57,16.14,21.83,18.77081843,26.16,0,52.63,22.78,64.03,4.87,6.93
15.06773273,0,0,19563,194.26,-11.68,-14.64,-4.12286741069999,-0.660000000000025,13.74,-40.58,68.18,272.3,21.09,26.15
20.50556203,0,0,48014,535.28,-6.48000000000004,-0.0100000000000406,-1.85273676238884,73.92,5.95,140.16,74.33,837.15,95.91,107.65
9.105287854,55.75196819,0,23598,1289.23,-76.6299999999998,-51.0499999999998,-4.17724990983861,544.72,315.15,-482.41,50.2,117.37,462.37,491.26
20.19355379,46.27679423,0,18527,560.5,-21.67,-10.39,-5.73119191812546,39.36,9.31,178.94,125.37,303.51,116.45,122.12
11.06459737,0,0,5741,51.16,9.74,12.93,8.111590578,15.73,0.07,32.99,6.59,50.01,3.3,3.31
24.26278801,0,0,86818,58.6,-27.7,-42.21,-1.81516746066591,32.85,10.56,-47.34,57.97,780.02,-18.5,-18.29
24.30196408,0,0,4955,198.91,14.18,16.62,19.28448836,29.79,0,9.96,3.57,26.14,30.75,34.59
16.49951064,71.7533617,0,2741,140.62,-1.43999999999999,5.74,-3.06382978723403,31.8,0,44.45,22.2,54.66,22.69,33.87
10.49902017,0,12.31437077,5568,513.59,13.21,12.69,22.01667401,66.59,0,240.91,48.23,247.04,94.71,103.16
6.27096318,0,0,18048,2480.22,20.47,26.91,1.773138724,52.31,4.01,257.53,85.85,277.33,-2.27,5.6
24.80325346,0,0,22787,939.03,25.16,40.6,15.63063201,44.09,4.86,59.24,34.98,79.36,16.36,21.74
20.976887,0,0,29905,490.93,-22.52,-24.52,-2.09676593407105,81.04,0,93.02,61.95,113.02,50.76,71.65
1.732724392,0,0,1968,177.69,7.63,10.76,3.579430553,12.22,0,13.15,10.85,49.81,10.07,10.1
33.58655376,0,0,28246,353.45,-4.80999999999998,-4.91999999999998,-5.25622627868356,6.89,4.32,35.73,27.74,76.19,-16.73,-15.07
3.722012797,34.4886836,0,993,2.57,-4.96,-5.47,-4.63279582316095,-4.7,1.33,-4.28,0.43,33.53,12.29,12.29
9.806769471,0,0,6517,553.34,-6.1499999999999,-5.8899999999999,-5.04010819760068,32.64,37.89,249.74,39.21,340.31,9.35,26.39
52.19709512,0,0,116366,3258.01,1797.11,3145.65,626.9173969,3146.37,0,25.55,149.49,175.34,-803.57,-785.67
11.94181364,0,0,8166,54.32,-28.35,-28.35,-15.0717703349282,-16.95,0,-165.62,0.71,-12.73,-32.33,-14.57
20.73027976,0,1.744344097,48783,387.11,-30.84,-42.95,-1.10339411040853,84.82,159.9,-686.79,54.99,-1.11000000000013,189.1,189.16
6.525182268,0,0,23840,40.6,27.26,31.64,45.68842705,32.76,204.8,335.74,114.84,341.71,-0.48,1.84
14.15493111,12.46958187,0,4802,491.3,15.66,21.18,34.00681005,31.31,0.07,41.28,1.4,60.88,15.68,22.94
16.41577175,0,0,24111,304.15,11.38,15.97,0.951089559,32.89,0,230.23,7.83,242.2,25.45,29.53
20.03996128,0,0,5521,82.42,6.91,9.15,9.091510513,14,0,45.99,2.18,62.09,-10.87,12.6
25.6751497,0,0.066322649,253368,0,0,0,0,0,16.27,6207.51,138.33,11895.31,385.32,385.37
11.21123936,0,0,1734,215.06,11.98,14.51,10.13759372,26.1,0,62.81,6.05,78.7,-27.54,-8.82
18.3161772,6.222000996,0,2734,6.67,3.74,4.41,4.654056745,4.53,0,17.78,5.55,20.12,-17.89,-17.89
24.65523692,0,0,9550,153.13,-10.92,-15.15,-10.1560242476009,-1.63000000000001,0,96.79,6.24,186.05,-3.01,9.95
7.96764434,0,0,1236,28.03,21.34,24.9,213.2021484,24.91,291.84,278.16,0.06,281.35,-4.95,-4.94
10.72610652,43.85109377,0.07827912,23420,312.06,-121.61,-129.77,-16.7193983282334,-21.03,1252.5,666.8,63.23,1433.03,-129.63,-129.1
4.5392279,0,0,2523,1880.53,109.45,110.91,40.82431928,166.99,0.53,1039.17,46.09,1973.63,139.6,143.88
17.01223136,0,1.516237822,32375,429.42,19.01,23.44,2.293440182,42.33,0,103.36,58.72,186.25,77.39,81.67
14.26973375,0,0,836,340.44,5.86,7.93,2.779518271,14.12,0,42.85,2.67,74.19,2.33,2.6
29.4767706,0,0,109752,40.62,12.44,17.99,0.148288681,18.56,1.41,92.96,111.26,185.08,-1.94,-1.72
16.12138259,0,0,8142,754.36,12.38,16.76,13.48734178,32.43,0,311.28,72.89,385.94,-30.61,-7.11
6.992925179,0,0,2681,224.8,34.37,42.9,15.59239298,44.22,14.81,198.6,576.27,255.56,234.73,236.36
11.03911111,0,0,8329,44.92,10.26,16.23,4.906337491,18.26,155.81,458.83,216.64,486.45,-92.36,-92.11
9.303154092,0,0,4357,60.92,0.96,1.33,0.573391071,3.25,0.67,-0.67,0.91,16.07,-0.07,0.05
17.98176509,0,0,13087,287.84,32.2,43.63,26.50257676,54.26,1.77,209.91,2.31,274.32,-88.19,8.05
23.80836877,0,0.071532552,96056,1072.23,37.19,37.19,1.469890268,52.52,4438.97,-394.36,984.97,864.1,-117.04,-90.25
13.87983282,0,0,19297,291.27,10.86,16.13,4.238561874,24.17,0,11.33,77.66,139.85,33.06,33.71
26.84003968,0,0,30273,37.85,-8.63,-8.44,-1.87069853140411,-2.98,0,25.44,0.01,72.04,-2.38,-2.38
26.88053353,17.75819831,0.000140262,137120,153.1,-287.63,-287.63,-20.171810129932,-91.98,0,-709.44,2.95,-566.85,-27.52,-26.65
15.55769231,0,0,1670,104.97,9.99,13.41,8256.198347,14.69,10.19,10.05,1.76,10.06,9.35,9.43
37.54466937,0,0,32413,148.38,28.98,38.2,21.72739541,41.37,0,116.71,66.9,130.85,38.01,41.89
27.57596512,0,0.016970315,33592,937.42,-150.72,-141.28,-58.6374587384402,97.75,11.08,-921.42,110.46,-596.79,-168.95,21.22
7.954290825,0,0,22128,152.95,-11.47,-11.3,-0.936969042791977,-3.5,0,17.53,55.8,215.73,-8.87,-8.04
9.289409524,0,0,528,238.61,6.11,8.33,5.819047619,29.7,0,23.3,4.08,54.8,-9.99,6.49
19.24865858,0,0,21532,88.84,-32.47,-46.02,-11.839469626765,-10.29,0.02,-2.15000000000001,44.96,173.01,4.08,5.28
10.70312253,0,0,9539,73.84,2.37,2.03,0.865498439,14.52,10.35,149.48,12.59,176.86,-6.8,31.04
5.746556188,0,0,4492,189.71,3.73,5.29,0.298037586,7.64,15.99,15.22,1.62,41.08,1.85,2.72
20.76857488,0,0,71856,5.11,1.36,1.24,0.07409721,1.35,0,-6.67,12.52,25.49,-1.66,-1.66
35.07311763,0,0,15375,186.62,62.7,82.15,145.7641056,83.82,0,143.94,62.67,156.06,35.78,44.55
6.9543379,0,0,1117,8.31,2.69,3.26,7.873785271,3.27,6.85,7.62,1.23,11.04,-5.37,-5.36
25.5422709,0,0,9432,305.46,5.33,7.36,3.217875595,20.37,0.1,84.94,1.62,99.77,9.84,23.12
28.02264037,0,7.926598637,181668,30.58,-3427.08,-3427.08,-46.46,-1321.49,302.92,-14415.22,15.93,-12166.17,-1183.29,-1183.29
7.314845187,0,0,2409,179.44,9.68,13.79,8.018156818,24.2,0.76,27.43,4.92,39.65,7.22,13.17
2.24906589,0,0,116,13.36,6.19,8.05,4.115241658,11.81,0.43,7.42,2.61,27.06,-6.89,-6.8
19.28905292,0,0,108528,3487.54,-7339.2,-7178.81,-145.88350981898,-6444.25,1642.5,-4306.5,1443.29,-3178.15,596.6,608.48
3.297818822,0,0,2502,26.79,10.85,12.77,6.147122453,14.72,17.61,67.11,32.99,151.36,-72.25,-69.24
23.27366667,0,0,11607,550.22,30.38,49.82,40.50666667,75.68,0,228.44,44.43,272.64,3.62,9.89
26.22937635,0,3.153931849,10779,264.63,22.15,27.45,38.81088359,36.46,23.86,235.52,149.19,244.38,34.98,36.61
15.37102,0,0,4366,23.05,10.16,16.18,10.16,16.94,14.87,21.47,32.09,55.33,3.24,4.36
3.491157865,0,0,7910,71.97,5.83,5.83,4.480829256,11.05,0,-42.27,1.8,56.77,-19.7,-13.61
39.96242803,0,0,41049,376.22,23.31,17.12,2.055826584,47.84,109,301.96,82.81,313.3,0.65,17.44
4.352646508,0,0,20720,67.9,-58.01,-58.01,-4.76132513727694,-52.83,0,-378.2,0.43,-255.89,2.91,5.65
18.30637143,0,0,19920,324.3,2.1,3.23,1.5,33.85,46.42,222.18,1.52,306.18,-13.66,26.44
19.09362656,0,0,16204,692.51,15.06,20.28,3.00577684,24.64,0.01,96,5.18,101.01,7.81,13.02
32.97063144,0,2.885923532,77045,31.36,26.03,26.03,6.455892883,26.16,39.55,85.72,43.57,98.9,-3.78,1.09
3.098365396,0,0,7566,22.86,-1.21,-1.21,-0.198261304073068,6.8,0,-222.16,2.46,48.41,0.83,5.74
13.90319916,1.888222137,0,22676,331.79,63.37,-24.65,6.049374966,113.73,0.01,508.31,22.77,820.09,19.83,45.82
9.591382479,25,0,8815,19.04,-3.51,-5.52,-0.75,-2.53,18.99,45.82,19.26,51.31,-3.59,-3.19
49.93528735,0,0,105417,5.43,1.82,2.44,0.0357521,2.46,4.47,14.69,-0.02,71.74,-2.57,-2.57
24.14019795,0,0,15971,247.61,12.49,17.29,15.22689785,25.03,0.25,202.29,3.1,278.72,-2.27,49.27
30.86166197,0,0,7154,77.95,18.33,23.99,102.2441275,30.23,0.88,32.31,6.54,41.93,8.32,9.24
13.65927126,0,0,4999,73.22,6.06,9.5,5.452091768,19.32,1,48.88,16.68,89.1,-22.62,-10.69
16.31617932,0,0.000773843,11226,619.48,8.33,8.67,5.65435786,14.74,4.33,83.46,78.47,153.46,-6.79,34.36
29.22427426,0,0,39369,507.25,26.24,34.23,2.852168643,60.09,23.67,168.16,5.91,213.44,-13.61,7.07
3.793887097,0,0,512,98.52,1.31,1.5,0.528225806,6.68,0.74,5.4,0.65,61.73,0.75,5.79
12.09359231,0,0,11243,361.74,-6.26000000000003,-8.77000000000003,-1.20384615384616,20.44,0.98,104.58,9.88,114.98,40.14,50.36
19.86012253,0,0,12427,264.34,23.65,30.94,22.29029218,33.54,48.58,232.35,51.48,242.96,5.99,24.25
17.82417358,0,0,19328,45.28,8.21,10.65,3.096322598,11.94,16.72,43.95,44.04,57.21,25.05,25.9
12.21732664,0,0,17846,54.41,4.79,7.64,1.710714286,37.84,0,77.14,24.72,126.78,-2.06,-2.06
24.62279802,0,0.291884077,42398,44.64,-21.46,-0.539999999999996,-4.38991099445231,3.17,55.87,99.86,1.51,148.75,1.57,1.62
,,,,,,,,41,,,,,,
17.06821687,0,0,9129,71.19,3.75,5.11,2.424929517,7.98,23.88,73.3,48.9,129.47,9.36,45.66
45.79736327,8.90939985,0.148310667,116303,1326.62,-1972.53,-1992.23,-337.964533538936,-691.53,23.42,-18614.51,74.07,-16822.76,581.56,679.02
18.0044569,0,3.633239882,5289,186.67,3.67,6.43,52.76399971,24.94,355.14,468.72,1.93,476.7,13.56,18.9
29.73752347,0,0,16756,229.63,113.86,152.03,151.6495518,152.88,58.81,115.27,35.08,148.27,95.84,97.52
1.842349553,0,0.002578139,9830,9.38,-48.66,-48.66,-5.57555295340168,-46.49,0,-86.77,56.93,0.5,-11.79,-11.79
19.1742543,0,0,25176,92.87,3.44,3.44,0.144415244,10.21,0,-14.48,0.18,35.73,1.8,3.95
30.29440972,5.207412009,0,28182,349.61,1.59,1.53,0.521010741,36.36,0,-50.82,34.48,40.97,5,5.29
18.15206431,0,0,9459,347.75,12.28,16.61,9.47332553,49.96,1.1,88.23,10.04,123.62,57.39,68.66
15.90881791,0,0,8198,226.86,7.16,10.01,16.28962961,19.99,0,81.76,50,135.37,20.17,21.38
2.792271575,0,0,792,112.59,16.92,20.15,15.08462367,34.61,12.05,57.69,16.94,90.72,53.11,62.37
22.56143481,0,0,16494,417.3,10.62,16.08,1.977076524,21.39,0,60.25,17.62,72.22,28.12,28.64
14.66839272,30.00010611,0,2522,154.94,7.03,10.14,6.781374468,14.9,3.52,25.89,3.86,41.58,4.9,9.14
10.00244289,0,0,84707,267.59,-76.9699999999999,-76.9699999999999,-5.21752574557812,-13.4199999999999,0.04,180.77,0.42,328.29,-18.34,-11.21
5.340556817,4.272806072,0.603244655,3575,343.32,9.81,9.81,5.13907753,27.44,0,5.45,7.87,101.66,28.75,29.24
27.46250568,45.14800227,0,15177,194.98,16.71,22.93,4.741770715,43.54,0,83.09,3.36,130.05,13.76,27.41
4.68084122,0,0,209,64.6,3.18,3.75,2.907627884,7,0,12.39,9.15,36.37,5.89,6.11
10.54091037,0,0,463,24.77,12.96,18.28,12.16329145,18.51,2.44,28.96,2.56,46.23,6.08,6.19
14.49184119,19.6892805,0,15450,164.98,11.12,17.35,4.516831086,24.98,28.83,71.83,335.8,166.4,58.09,60.77
11.43672946,0,0,23453,511.55,26.55,34.41,4.051329042,46.66,20.71,169.53,20.47,222.82,34.94,35.67
21.49593976,16.96900078,0,58660,514.23,43.04,58.52,4.82830458,68.56,0,144.32,90.2,233.46,2.8,13.5
31.48171903,0,0,4506,268.89,8.8,15.33,28.6504965,41.73,155.86,287.01,2.13,297.27,17.77,20.56
23.7618652,0,0,4642,127.06,17.1,24.05,14.94038425,29.09,0.05,49.05,16.14,60.5,18.86,22.82
21.89936878,0,0,5697,15.94,4.12,5.62,11.04200034,5.84,27.72,21.21,3.88,29.13,6.14,6.25
12.13386481,0,0,3824,350.67,9.83,13.37,4.465340238,33.63,0,78.42,22.63,117.17,19.13,26.05
36.35332922,0,0,23229,628.13,20.52,28.01,12.83885232,65.36,0.67,190.14,17.83,336.47,-4.78,13.78
26.05943924,0,0,17710,34.81,6.21,8.26,2.490901191,14.92,0,40.06,4.7,104.57,11.58,12.69
31.48472008,0,1.14671817834809E-07,154865,1556.37,-239.62,-243.31,-2.74390497396971,232.03,12.5,-1933.68,115.06,-153.65,150.04,299.33
4.260687946,0,0,1145,88.24,6.53,8.81,4.002666094,17.13,0,22.38,1.52,38.82,6.45,8.98
18.27520386,2.210262875,0,30531,1333.48,11.03,14.05,0.492609891,21.21,0.03,240.24,15.52,349.15,-76.83,-76.75
18.85989978,0,0,18563,152.32,-5.68000000000002,-5.11000000000002,-1.53846153846154,6.13,0,-47.15,1.83,0.11,13.9,15.89
14.4162072,0,0,548,61.22,1,1.48,0.60856124,2.35,0,1.68,4.14,18.11,-5.33,-5.1
25.21155926,0,0.680911027,25607,822.91,19.07,3.28,8.413164277,76.44,122.85,224.09,27,241.32,83.94,120.33
19.00217016,0,0,6964,265.72,15.28,19.38,18.82677641,28.62,23.33,151.93,173.52,179.49,-33.16,-31.68
21.65583691,0,0,5429,233.83,50.68,55.83,68.01562534,73.54,22.58,137.08,19.54,170.47,-22.28,-21.54
15.94596971,0,0,42220,7.97,1.32,1.48,0.039249759,1.48,3.93,-0.0400000000000009,2.07,42.26,1.6,1.6
2.836068993,0,0,6990,1.44,-5,-4.85,-0.496467470115861,-4.6,0,-7.66,0.08,161.63,4.09,4.09
6.705382178,0,0,7156,69.6,16.39,22.3,52.43573423,24.96,106.45,191.03,54.83,194.07,-13.42,-12.03
39.14906746,0,0,21503,0.04,-3.22,-3.22,-0.345022025959693,-3.13,0,-38.32,1.6,44.72,2.43,3.44
9.175521652,0,0,4084,430.93,4.9,5.03,1.061798585,44.57,5.72,-32.42,11.08,50.66,14.37,25.25
10.00018182,0,0,2386,289.15,74.39,98.35,112.7121212,105.3,1097.66,640.68,17.48,710.83,-91.36,-91
31.54040082,0,0,31809,257.31,18.97,25.08,6.820187027,28.82,1.17,63.96,6.06,186.08,9.63,11.01
14.95682767,0,0,10837,459.17,30.19,44.11,14.04916514,62.46,3,128.07,5.06,157.46,-33.98,-1.62
8.465017284,0,0,2202,60.36,4.14,5.55,0.409197014,13.34,0,17.38,4.29,41.49,10.83,14.03
15.03187533,0,0,7194,182.23,-8.14,2.02,-5.81532291866628,25.01,0.03,-94.24,26.64,267.33,38.09,45.43
13.1919097,30.61886275,0,11619,394.92,-12.6,-12.4,-5.03896862390207,20.42,0.01,-241.34,11.7,-156.24,12.25,16.68
9.158630465,0,0,7974,409.12,-2.86000000000002,-0.940000000000023,-0.721914624609576,15.9,0,-139.89,30.82,15.28,66.57,71.13
7.620233804,0,0,816,16.17,-10.03,-11.94,-9.77106673161228,-0.740000000000002,0.37,-20.72,1.07,18.94,1.55,2.19
23.02560625,0,0,5182,82.25,11.9,15.74,28.0648794,17.13,1.6,42.19,29.51,64.78,7.79,8.21
6.067173317,11.91113758,0,17761,244.96,-114.24,-125.13,-13.6081000595593,81.5,348.11,-257.82,135.06,991.43,51.27,51.27
18.79273584,0,2.019828451,20685,398.83,30.72,40.7,29.23617196,69.76,34.94,847.57,106.03,854.58,21.71,46.12
15.14383814,0,0,9052,58.34,8.03,10.81,3.313279624,12.28,3.73,23.05,6.87,39.16,2.59,2.59
12.74072397,0,0,16273,0.38,-4.45,-4.88,-4.33793973792605,-4.83,42.41,14.75,1.57,82.48,-0.17,-0.17
35.11450774,0,0,20146,64.86,5.42,7.72,1.582703746,9.96,0,27.53,15.95,46.94,9.9,11.99
18.64218059,24.22426762,0,68988,388.73,-180.26,-173.01,-18.8267151631263,-56.83,0,521.81,54.1,1053.63,113.42,291.68
27.4364321,0,0.002044313,13508,65.37,20.99,25.8,21.45505988,27.67,5.94,75.2,33.11,84.98,4.06,15.37
21.65353065,0,0,22223,611.09,17.73,23.62,3.477535464,28.19,0,162.25,14.67,233.08,-56.47,-55.9
7.19673,0,0,2258,45.95,15.98,20.48,15.98,20.75,413.32,460.5,30.84,482.8,-3.17,-3.12
18.8196475,0,0,40199,105.96,-0.660000000000004,0.93,-0.0167559811236257,18.8,7.44,95.23,18.99,134.96,18.3,18.31
28.79972019,0,0,27579,453.94,40.41,40.41,21.89733558,58.12,0.01,46.52,2.15,115,39.31,41.12
2.414021164,0,0,117,618.94,3.73,5.44,2.846459096,9.23,0,5.56,9.87,21.82,9.21,9.46
16.46045959,0,0,8251,57.54,6.7,9.82,5.309033281,10.83,0,99.85,91.11,113.64,9.4,9.72
7.881643478,0,0,266,149.03,2.73,4.15,2.373902722,7.68,0,16.51,0.47,40.21,-4.15,-4.15
8.327316005,0,0,4984,79.62,18.47,20.12,7.135415703,22.7,46.1,108.56,29.01,163.76,0.37,0.55
4.617436016,0,0,810,11.01,-2.95,-3.86,-1.46900272293349,-3.05,0,-6.42,2.43,24.15,-36.12,-34.89
22.21310007,24.09008124,0,18259,486.09,22.97,21.76,6.50957128,61.02,5.95,157.17,9.94,215.23,41.59,52.05
2.542078018,0,0,878,21.04,3.8,5.09,3.512664078,5.12,0,19.41,34.46,35.1,31.42,31.42
14.09381543,0,0,17708,491.86,17.95,24.71,1.889810269,54.05,62.45,89.71,9.85,185.34,4.26,12.08
31.8020587,0.714216877,0,27298,637.1,40.94,57.85,22.14522666,72.11,74,75.92,17.25,139.51,117.29,123.29
12.61093333,0,0,2587,75.38,6.85,8.96,30.44444444,13.99,0,154.12,45.29,156.82,18.2,26.29
13.07801428,0,0,8911,127.51,-29.38,-29.76,-12.4393465422427,3.48,30.01,134.64,23.89,256.13,-10.08,-8.55
18.20178588,0,0,10393,281.95,8.62,12.23,10.7630987,23.65,1.95,55.8,2.84,68.09,3.3,32.27
26.4485267,0,0,14771,437.25,8.54,11.46,8.846917253,19.89,0.39,34.48,23.26,49.59,6.55,9.07
26.65607692,0,0,4373,24.81,-5.22,-6.96,-40.1538461538462,0.97,0,70.93,1.68,72.23,0.72,2.07
8.990965208,0,0,4490,45.65,10.75,14.27,5.815809263,16.24,0.1,0.19,9.19,19.05,14.67,15.2
23.33114991,0,0,20677,699.61,28.87,11.01,13.05529962,79.4,2.93,314.62,32.3,358.39,-5.84,10.47
47.25234446,0,0.002218357,182946,203.33,29.35,32.53,3.829927921,38.14,27.3,-13.35,31.38,73.88,-4.76,-2.3
19.32341176,0,0,13222,137.7,8.94,12.06,1.752941176,17.53,0,70.09,12.98,83.27,2.15,12.93
7.075399858,0,0,2920,199.71,3.71,5.96,2.62561925,24.83,0,-2.27,3.95,45.13,2.63,19.37
16.22765152,0,0,6031,446.64,10.53,13.98,8.319903366,16.85,0,30.07,0.75,67.86,7.7,9.28
19.44644659,0,0,6357,397.7,17.41,25.34,19.17578278,46.44,0.94,125.15,2.67,175.93,11.1,18.91
13.35402635,0,0,2383,103.22,5.02,6.4,36.77564075,7.45,124.31,167.26,23.74,168.63,13.62,13.9
15.31025424,0,0,7048,153.61,44.6,82.02,35.22373985,87.5,113.04,520.6,102.38,533.26,-216.56,-135.95
